DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,1997,-3.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,1998,7.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,1999,3.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2000,4.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2001,-1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2002,3.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2003,0,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2004,-5.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2005,-1.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2006,11.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2007,-0.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2008,6.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2009,-6.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2010,4.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2011,8.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2012,0.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2013,-7.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2014,-10.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2015,1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2016,2.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2017,4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2018,4.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2019,-10.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2020,-8.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2021,11.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2022,11,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2023,-23.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Austria,2024,-4.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2007,3.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2008,10.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2009,-4.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2010,-0.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2011,14.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2012,-4.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2013,-4.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2014,-2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2015,3.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2016,3.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2017,5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2018,1.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2019,-3.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2020,-1.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2021,-4.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2022,-3.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bosnia and Herzegovina,2023,-7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2001,2.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2002,18.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2003,-2.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2004,0.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2005,13.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2006,7.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2007,5.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2008,5.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2009,-20.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2010,12.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2011,3.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2012,-6.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2013,-4.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2014,-1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2015,20.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2016,1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2017,2.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2018,-0.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2019,-2.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2020,-5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2021,8.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2022,-6.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2023,-9.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Belgium,2024,0.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2001,-9.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2002,-0.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2003,6.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2004,17.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2005,-0.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2006,0.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2007,-8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2008,-5.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2009,-15,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2010,1.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2011,8.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2012,-2.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2013,-6.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2014,-0.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2015,0.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2016,2.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2017,3.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2018,-5.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2019,5.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2020,-1.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2021,11.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2022,8.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2023,-13.6,p,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Bulgaria,2024,-4.5,p,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2012,0.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2013,3.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2014,-1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2015,-0.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2016,-0.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2017,6.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2018,-5.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2019,-3.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2020,-1.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2021,8.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2022,-6.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2023,-1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Switzerland,2024,0.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2001,-4.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2002,11.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2003,4.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2004,3.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2005,4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2006,-0.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2007,7.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2008,9.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2009,-18.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2010,9.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2011,-7.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2012,-33.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2013,-35.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2014,-9.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2015,1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2016,35.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2017,17.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2018,8.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2019,5.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2020,-5.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2021,15.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2022,1.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2023,6.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Cyprus,2024,8.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Czechia,2001,1.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Czechia,2002,-3.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Czechia,2003,1.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Czechia,2004,-1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Czechia,2005,-4.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Czechia,2006,-0.2,,
