geo,TIME_PERIOD,OBS_VALUE
Albania,1990,0.22742572260920085
Albania,1991,0.35572012325651625
Albania,1992,0.47150743549985497
Albania,1993,0.4743733829358223
Albania,1994,0.46241792688609307
Albania,1995,0.5090371951769552
Albania,1996,0.559017415344521
Albania,1997,0.5940955603234858
Albania,1998,0.5220533266882632
Albania,1999,0.3890770097071789
Albania,2000,0.35410728679954767
Albania,2001,0.29855682501503306
Albania,2002,0.26854323329928026
Albania,2003,0.30397129930174904
Albania,2004,0.31466271506809046
Albania,2005,0.3084801654952528
Albania,2006,0.320429981391423
Albania,2007,0.22418351345108858
Albania,2008,0.2560643612935061
Albania,2009,0.3057376558419727
Albania,2010,0.4006889732681345
Albania,2011,0.256090478455517
Albania,2012,0.3087240028708304
Albania,2013,0.3431919966076142
Albania,2014,0.2707230782229095
Albania,2015,0.3429390538821692
Albania,2016,0.4190098777947122
Albania,2017,0.27225184448019885
Albania,2018,0.4308715410626917
Albania,2019,0.3141399543816273
Albania,2020,0.3356229172153958
Albania,2021,0.4544381134427302
Albania,2022,0.40524527717755854
Albania,2023,0.48917951014202377
Austria,1990,0.19888774825891625
Austria,1991,0.1947793053311925
Austria,1992,0.2119691309332743
Austria,1993,0.22048421108521926
Austria,1994,0.21480401765643145
Austria,1995,0.21591851993556527
Austria,1996,0.20105399622589512
Austria,1997,0.20472070432508174
Austria,1998,0.20265873598364703
Austria,1999,0.22686928285806368
Austria,2000,0.22494523220791024
Austria,2001,0.216036709006501
Austria,2002,0.20907475995504093
Austria,2003,0.1843455287960271
Austria,2004,0.1940504285993139
Austria,2005,0.20869312173575388
Austria,2006,0.22207249369741658
Austria,2007,0.24326269291214295
Austria,2008,0.2516171181989933
Austria,2009,0.2803540439571168
Austria,2010,0.27211408936830944
Austria,2011,0.267796960262943
Austria,2012,0.3049106382433588
Austria,2013,0.2999251783894225
Austria,2014,0.305819020117584
Austria,2015,0.2978271703538435
Austria,2016,0.30240476019386325
Austria,2017,0.298336729350193
Austria,2018,0.29430577786061596
Austria,2019,0.2999122824577341
Austria,2020,0.32461022358773745
Austria,2021,0.3169060274383311
Austria,2022,0.3194035938201555
Austria,2023,0.3567321678161939
Bosnia and Herzegovina,2014,0.15962857564577612
Bosnia and Herzegovina,2015,0.16837477341331092
Bosnia and Herzegovina,2016,0.15560387083083718
Bosnia and Herzegovina,2017,0.1172659862772255
Bosnia and Herzegovina,2018,0.23454752136539556
Bosnia and Herzegovina,2019,0.24837773028014598
Bosnia and Herzegovina,2020,0.24358456722822072
Bosnia and Herzegovina,2021,0.2554679709832238
Bosnia and Herzegovina,2022,0.24657050210475687
Belgium,1990,0.009864581418191794
Belgium,1991,0.009566267907769235
Belgium,1992,0.00938288161491978
Belgium,1993,0.008139743686253708
Belgium,1994,0.007589818082291358
Belgium,1995,0.00974686016078762
Belgium,1996,0.009229264637818502
Belgium,1997,0.009041738284326641
Belgium,1998,0.009733869707712775
Belgium,1999,0.010317734161259987
Belgium,2000,0.010734183861403
Belgium,2001,0.011941821085333246
Belgium,2002,0.012528819799816503
Belgium,2003,0.014617138356538535
Belgium,2004,0.01629602683456037
Belgium,2005,0.019689346949946767
Belgium,2006,0.023351621029987994
Belgium,2007,0.027753211306879806
Belgium,2008,0.032277217737699544
Belgium,2009,0.0403792685524971
Belgium,2010,0.04909196931883772
Belgium,2011,0.05292784084123595
Belgium,2012,0.06250626056566785
Belgium,2013,0.0640991615813137
Belgium,2014,0.06453605257845438
Belgium,2015,0.0696117027004769
Belgium,2016,0.07039170800624608
Belgium,2017,0.07328377958272557
Belgium,2018,0.07758717325935188
Belgium,2019,0.07828369919155251
Belgium,2020,0.09577060799514787
Belgium,2021,0.09019491676401661
Belgium,2022,0.10149785030124157
Belgium,2023,0.11176412005186068
Bulgaria,1990,0.011084881275026746
Bulgaria,1991,0.01484203399116146
Bulgaria,1992,0.015722016774796625
Bulgaria,1993,0.013571758373856296
Bulgaria,1994,0.01293586055152809
Bulgaria,1995,0.017069163185834225
Bulgaria,1996,0.02111411782978021
Bulgaria,1997,0.022576881036784208
Bulgaria,1998,0.033575817564404906
Bulgaria,1999,0.035824985859032266
Bulgaria,2000,0.041470421087033166
Bulgaria,2001,0.03521541163071116
Bulgaria,2002,0.04326256559956271
Bulgaria,2003,0.04824004771581885
Bulgaria,2004,0.0522161857299178
Bulgaria,2005,0.055352612520507674
Bulgaria,2006,0.056107744128573486
Bulgaria,2007,0.048279157407922914
Bulgaria,2008,0.054100857539239905
Bulgaria,2009,0.06470064310511639
Bulgaria,2010,0.08291917589143762
Bulgaria,2011,0.07263885240167359
Bulgaria,2012,0.0897496741517181
Bulgaria,2013,0.11011064455535362
Bulgaria,2014,0.1040676062780551
Bulgaria,2015,0.11114101666647663
Bulgaria,2016,0.11056083402228056
Bulgaria,2017,0.1030960484797275
Bulgaria,2018,0.13474226597518968
Bulgaria,2019,0.13224600513888368
Bulgaria,2020,0.14390026252675694
Bulgaria,2021,0.151618096271132
Bulgaria,2022,0.140482241700623
Bulgaria,2023,0.1460067551610951
Cyprus,1990,0.003792728441137942
Cyprus,1991,0.0032772496417264084
Cyprus,1992,0.0029524876845304806
Cyprus,1993,0.0028292669302143465
Cyprus,1994,0.006330378209974114
Cyprus,1995,0.02257394782918842
Cyprus,1996,0.0210071731471226
Cyprus,1997,0.021086293505987078
Cyprus,1998,0.020323429580406203
Cyprus,1999,0.02018161024339617
Cyprus,2000,0.018838456737387366
Cyprus,2001,0.018554222277558135
Cyprus,2002,0.0192743796340243
Cyprus,2003,0.01886757267416924
Cyprus,2004,0.021079026152095785
Cyprus,2005,0.02107545649101301
