DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Denmark,2022,18.02,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Denmark,2023,18.81,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2000,2.19,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2001,2.20,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2002,2.52,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2003,2.53,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2004,2.48,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2005,2.68,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2006,2.92,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2007,2.69,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2008,2.89,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2009,3.09,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2010,2.40,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2011,2.67,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2012,2.90,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2013,2.66,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2014,2.93,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2015,3.43,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2016,2.89,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2017,3.08,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2018,3.30,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2019,4.04,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2020,4.18,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2021,4.37,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2022,4.16,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2023,4.64,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2000,5.76,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2001,5.89,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2002,6.14,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2003,6.33,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2004,6.56,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2005,6.61,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2006,6.96,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2007,7.19,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2008,7.17,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2009,7.20,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2010,7.20,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2011,6.65,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2012,6.26,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2013,6.89,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2014,7.04,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2015,7.02,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2016,7.15,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2017,6.94,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2018,7.22,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2019,7.37,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2020,7.91,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2021,8.13,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2022,8.43,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Greece,2023,8.94,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2000,6.75,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2001,6.81,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2002,6.80,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2003,6.77,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2004,6.69,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2005,6.76,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2006,7.01,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2007,7.14,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2008,7.43,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2009,7.74,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2010,7.78,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2011,7.75,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2012,7.56,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2013,8.01,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2014,8.25,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2015,8.30,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2016,8.48,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2017,8.36,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2018,8.55,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2019,8.93,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2020,9.02,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2021,9.07,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2022,9.42,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Spain,2023,9.94,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2000,4.72,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2001,4.74,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2002,4.58,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2003,4.43,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2004,4.57,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2005,5.08,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2006,4.85,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2007,5.20,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2008,5.45,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2009,5.39,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2010,5.09,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2011,5.41,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2012,5.53,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2013,5.57,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2014,5.43,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2015,5.70,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2016,5.64,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2017,5.75,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2018,5.72,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2019,5.91,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2020,6.14,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2021,6.02,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2022,6.32,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Finland,2023,6.10,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2000,6.76,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2001,6.68,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2002,6.73,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2003,6.64,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2004,6.71,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2005,6.81,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2006,7.10,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2007,7.34,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2008,7.33,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2009,7.42,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2010,7.34,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2011,7.65,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2012,7.66,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2013,7.69,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2014,8.08,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2015,8.04,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2016,8.25,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2017,8.42,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2018,8.59,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2019,8.87,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2020,9.27,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2021,9.16,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2022,10.31,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),France,2023,10.23,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2000,4.18,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2001,4.14,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2002,4.29,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2003,4.23,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2004,4.40,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2005,4.51,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2006,4.77,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2007,4.82,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2008,5.03,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2009,4.87,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2010,4.85,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2011,4.95,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2012,5.15,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2013,5.24,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2014,5.47,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2015,5.36,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2016,5.50,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2017,5.49,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2018,5.77,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2019,5.87,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2020,5.70,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2021,6.13,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2022,6.72,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Croatia,2023,6.68,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2000,3.21,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2001,3.26,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2002,3.42,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2003,3.48,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2004,3.64,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2005,3.52,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2006,3.70,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2007,3.79,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2008,3.89,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2009,3.81,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2010,3.74,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2011,3.89,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2012,4.04,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2013,4.27,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2014,4.47,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2015,4.38,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2016,4.44,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2017,4.42,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2018,4.66,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2019,4.90,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2020,4.79,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2021,4.90,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2022,5.42,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Hungary,2023,5.69,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2000,8.72,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2001,8.71,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2002,9.09,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2003,9.76,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2004,10.20,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2005,10.55,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2006,11.00,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2007,11.20,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2008,10.83,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2009,10.77,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2010,11.01,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2011,12.17,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2012,11.98,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2013,12.88,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2014,13.99,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2015,16.48,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2016,15.81,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2017,17.54,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2018,18.75,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2019,19.64,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2020,22.85,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2021,25.62,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2022,27.19,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Ireland,2023,26.16,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2000,2.35,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2001,2.54,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2002,2.48,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2003,2.53,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2004,2.74,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2005,2.86,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2006,2.47,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2007,2.27,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2008,2.02,,
ESTAT:SDG_07_30(1.0),19/12/24 23:00:00,Annual,Euro per kilogram of oil equivalent (KGOE),Iceland,2009,1.81,,
