DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2004,737,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2005,731,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2006,792,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2007,772,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2008,718,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2009,651,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2010,624,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2011,616,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2012,585,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2014,562,b,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2016,580,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2017,573,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2018,595,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2019,620,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2020,637,b,
ESTAT:ENV_WASMUN(1.0),07/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Ireland,2021,625,source: CSO,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,1995,426,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,1996,435,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,1997,443,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,1998,449,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,1999,454,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2000,462,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2001,467,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2002,476,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2003,484,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2004,503,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2005,516,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2006,563,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2007,558,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2008,655,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2009,414,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2010,484,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2011,495,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2012,511,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2013,516,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2014,535,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2015,588,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2016,655,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2017,656,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2018,702,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2020,614,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2021,659,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Iceland,2022,595,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,1995,454,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,1996,457,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,1997,468,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,1998,472,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,1999,498,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2000,509,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2001,516,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2002,523,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2003,523,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2004,539,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2005,544,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2006,557,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2007,554,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2008,548,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2009,539,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2010,542,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2011,523,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2012,498,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2013,490,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2014,492,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2015,490,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2016,501,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2017,493,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2018,502,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2019,503,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2020,487,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2021,495,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Italy,2022,486,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,1995,426,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,1996,401,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,1997,422,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,1998,445,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,1999,351,b,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2000,365,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2001,378,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2002,405,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2003,389,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2004,373,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2005,387,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2006,405,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2007,419,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2008,428,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2009,381,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2010,404,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2011,442,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2012,445,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2013,432,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2014,432,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2015,447,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2016,442,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2017,453,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2018,461,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2019,469,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2020,480,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2021,479,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Lithuania,2022,465,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,1995,587,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,1996,585,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,1997,604,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,1998,625,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,1999,646,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2000,654,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2001,646,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2002,653,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2003,678,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2004,679,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2005,672,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2006,683,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2007,695,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2008,697,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2009,679,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2010,679,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2011,666,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2012,652,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2013,616,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2014,626,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2015,607,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2016,815,b,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2017,798,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2018,803,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2019,791,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2020,790,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2021,793,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Luxembourg,2022,721,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,1995,264,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,1996,265,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,1997,255,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,1998,248,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,1999,256,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2000,271,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2001,305,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2002,343,b,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2003,304,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2004,318,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2005,320,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2006,343,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2007,391,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2008,345,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2009,352,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2010,324,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2011,350,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2012,323,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2013,350,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2014,364,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2015,404,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2016,410,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2017,411,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2018,407,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2019,439,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2020,478,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2021,461,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Latvia,2022,464,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2011,525,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2012,496,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2013,499,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2014,479,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2015,498,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2016,493,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2017,490,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2018,516,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2019,545,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2020,486,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2021,515,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Montenegro,2022,537,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2008,349,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2009,354,b,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2010,351,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2011,357,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2012,381,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2013,384,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2014,370,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2015,380,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2018,412,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2019,441,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2020,441,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2021,459,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2022,467,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,1995,387,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,1996,412,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,1997,436,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,1998,459,e,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,1999,466,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2000,533,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2001,540,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2002,541,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2003,580,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2004,633,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2005,625,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2006,667,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2007,677,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2008,688,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2009,671,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2010,623,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2011,622,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2012,612,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2013,604,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2014,629,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2015,643,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2016,643,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2017,667,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2018,673,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2019,697,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2020,642,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2021,611,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Malta,2022,618,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,1995,539,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,1996,551,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,1997,576,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,1998,577,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,1999,582,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2000,598,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2001,595,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2002,600,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2003,586,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2004,599,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2005,599,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2006,597,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2007,606,,
ESTAT:ENV_WASMUN(1.0),06/11/2024 23:00,Annual,Waste generated,Kilograms per capita,Netherlands,2008,600,,
